concept_id,priority,search_term,initial_category,candidate_knowledge_point,domain_seed,subdomain_seed,why_dynamic,default_start_sec,default_end_sec,notes
vdcr_concept_0005,A,Rayleigh-Taylor Instability,physics_physical_systems,Rayleigh-Taylor Instability,physics_physical_systems,physics_family_01,"Candidate must show the temporal sequence that instantiates Rayleigh-Taylor Instability, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=瑞利-泰勒不稳定性; concept_type=自然动态机制; priority=A
vdcr_concept_0005,A,Rayleigh-Taylor Instability demonstration,physics_physical_systems,Rayleigh-Taylor Instability,physics_physical_systems,physics_family_01,"Candidate must show the temporal sequence that instantiates Rayleigh-Taylor Instability, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=瑞利-泰勒不稳定性; concept_type=自然动态机制; priority=A
vdcr_concept_0005,A,Rayleigh-Taylor Instability slow motion,physics_physical_systems,Rayleigh-Taylor Instability,physics_physical_systems,physics_family_01,"Candidate must show the temporal sequence that instantiates Rayleigh-Taylor Instability, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=瑞利-泰勒不稳定性; concept_type=自然动态机制; priority=A
vdcr_concept_0005,A,Rayleigh-Taylor Instability video,physics_physical_systems,Rayleigh-Taylor Instability,physics_physical_systems,physics_family_01,"Candidate must show the temporal sequence that instantiates Rayleigh-Taylor Instability, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=瑞利-泰勒不稳定性; concept_type=自然动态机制; priority=A
vdcr_concept_0005,A,瑞利-泰勒不稳定性 Rayleigh-Taylor Instability,physics_physical_systems,Rayleigh-Taylor Instability,physics_physical_systems,physics_family_01,"Candidate must show the temporal sequence that instantiates Rayleigh-Taylor Instability, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=瑞利-泰勒不稳定性; concept_type=自然动态机制; priority=A
vdcr_concept_0008,A,Hydraulic Jump,physics_physical_systems,Hydraulic Jump,physics_physical_systems,physics_family_01,"Candidate must show the temporal sequence that instantiates Hydraulic Jump, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=水跃; concept_type=自然动态机制; priority=A
vdcr_concept_0008,A,Hydraulic Jump demonstration,physics_physical_systems,Hydraulic Jump,physics_physical_systems,physics_family_01,"Candidate must show the temporal sequence that instantiates Hydraulic Jump, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=水跃; concept_type=自然动态机制; priority=A
vdcr_concept_0008,A,Hydraulic Jump slow motion,physics_physical_systems,Hydraulic Jump,physics_physical_systems,physics_family_01,"Candidate must show the temporal sequence that instantiates Hydraulic Jump, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=水跃; concept_type=自然动态机制; priority=A
vdcr_concept_0008,A,Hydraulic Jump video,physics_physical_systems,Hydraulic Jump,physics_physical_systems,physics_family_01,"Candidate must show the temporal sequence that instantiates Hydraulic Jump, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=水跃; concept_type=自然动态机制; priority=A
vdcr_concept_0008,A,水跃 Hydraulic Jump,physics_physical_systems,Hydraulic Jump,physics_physical_systems,physics_family_01,"Candidate must show the temporal sequence that instantiates Hydraulic Jump, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=水跃; concept_type=自然动态机制; priority=A
vdcr_concept_0009,A,Rayleigh-Plateau Breakup,physics_physical_systems,Rayleigh-Plateau Breakup,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Rayleigh-Plateau Breakup, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=瑞利-普拉托断裂; concept_type=自然动态机制; priority=A
vdcr_concept_0009,A,Rayleigh-Plateau Breakup demonstration,physics_physical_systems,Rayleigh-Plateau Breakup,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Rayleigh-Plateau Breakup, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=瑞利-普拉托断裂; concept_type=自然动态机制; priority=A
vdcr_concept_0009,A,Rayleigh-Plateau Breakup slow motion,physics_physical_systems,Rayleigh-Plateau Breakup,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Rayleigh-Plateau Breakup, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=瑞利-普拉托断裂; concept_type=自然动态机制; priority=A
vdcr_concept_0009,A,Rayleigh-Plateau Breakup video,physics_physical_systems,Rayleigh-Plateau Breakup,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Rayleigh-Plateau Breakup, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=瑞利-普拉托断裂; concept_type=自然动态机制; priority=A
vdcr_concept_0009,A,瑞利-普拉托断裂 Rayleigh-Plateau Breakup,physics_physical_systems,Rayleigh-Plateau Breakup,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Rayleigh-Plateau Breakup, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=瑞利-普拉托断裂; concept_type=自然动态机制; priority=A
vdcr_concept_0013,A,Liquid Bridge Pinch-Off,physics_physical_systems,Liquid Bridge Pinch-Off,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Liquid Bridge Pinch-Off, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=液桥颈缩断裂; concept_type=自然动态机制; priority=A
vdcr_concept_0013,A,Liquid Bridge Pinch-Off demonstration,physics_physical_systems,Liquid Bridge Pinch-Off,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Liquid Bridge Pinch-Off, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=液桥颈缩断裂; concept_type=自然动态机制; priority=A
vdcr_concept_0013,A,Liquid Bridge Pinch-Off slow motion,physics_physical_systems,Liquid Bridge Pinch-Off,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Liquid Bridge Pinch-Off, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=液桥颈缩断裂; concept_type=自然动态机制; priority=A
vdcr_concept_0013,A,Liquid Bridge Pinch-Off video,physics_physical_systems,Liquid Bridge Pinch-Off,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Liquid Bridge Pinch-Off, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=液桥颈缩断裂; concept_type=自然动态机制; priority=A
vdcr_concept_0013,A,液桥颈缩断裂 Liquid Bridge Pinch-Off,physics_physical_systems,Liquid Bridge Pinch-Off,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Liquid Bridge Pinch-Off, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=液桥颈缩断裂; concept_type=自然动态机制; priority=A
vdcr_concept_0014,A,Leidenfrost Droplet Motion,physics_physical_systems,Leidenfrost Droplet Motion,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Leidenfrost Droplet Motion, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=莱顿弗罗斯特液滴运动; concept_type=自然动态机制; priority=A
vdcr_concept_0014,A,Leidenfrost Droplet Motion demonstration,physics_physical_systems,Leidenfrost Droplet Motion,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Leidenfrost Droplet Motion, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=莱顿弗罗斯特液滴运动; concept_type=自然动态机制; priority=A
vdcr_concept_0014,A,Leidenfrost Droplet Motion slow motion,physics_physical_systems,Leidenfrost Droplet Motion,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Leidenfrost Droplet Motion, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=莱顿弗罗斯特液滴运动; concept_type=自然动态机制; priority=A
vdcr_concept_0014,A,Leidenfrost Droplet Motion video,physics_physical_systems,Leidenfrost Droplet Motion,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Leidenfrost Droplet Motion, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=莱顿弗罗斯特液滴运动; concept_type=自然动态机制; priority=A
vdcr_concept_0014,A,莱顿弗罗斯特液滴运动 Leidenfrost Droplet Motion,physics_physical_systems,Leidenfrost Droplet Motion,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Leidenfrost Droplet Motion, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=莱顿弗罗斯特液滴运动; concept_type=自然动态机制; priority=A
vdcr_concept_0015,A,Marangoni-Driven Flow,physics_physical_systems,Marangoni-Driven Flow,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Marangoni-Driven Flow, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=马兰戈尼驱动流; concept_type=自然动态机制; priority=A
vdcr_concept_0015,A,Marangoni-Driven Flow demonstration,physics_physical_systems,Marangoni-Driven Flow,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Marangoni-Driven Flow, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=马兰戈尼驱动流; concept_type=自然动态机制; priority=A
vdcr_concept_0015,A,Marangoni-Driven Flow slow motion,physics_physical_systems,Marangoni-Driven Flow,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Marangoni-Driven Flow, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=马兰戈尼驱动流; concept_type=自然动态机制; priority=A
vdcr_concept_0015,A,Marangoni-Driven Flow video,physics_physical_systems,Marangoni-Driven Flow,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Marangoni-Driven Flow, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=马兰戈尼驱动流; concept_type=自然动态机制; priority=A
vdcr_concept_0015,A,马兰戈尼驱动流 Marangoni-Driven Flow,physics_physical_systems,Marangoni-Driven Flow,physics_physical_systems,physics_family_02,"Candidate must show the temporal sequence that instantiates Marangoni-Driven Flow, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=马兰戈尼驱动流; concept_type=自然动态机制; priority=A
vdcr_concept_0017,A,Standing Wave Formation,physics_physical_systems,Standing Wave Formation,physics_physical_systems,physics_family_03,"Candidate must show the temporal sequence that instantiates Standing Wave Formation, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=驻波形成; concept_type=自然动态机制; priority=A
vdcr_concept_0017,A,Standing Wave Formation demonstration,physics_physical_systems,Standing Wave Formation,physics_physical_systems,physics_family_03,"Candidate must show the temporal sequence that instantiates Standing Wave Formation, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=驻波形成; concept_type=自然动态机制; priority=A
vdcr_concept_0017,A,Standing Wave Formation slow motion,physics_physical_systems,Standing Wave Formation,physics_physical_systems,physics_family_03,"Candidate must show the temporal sequence that instantiates Standing Wave Formation, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=驻波形成; concept_type=自然动态机制; priority=A
vdcr_concept_0017,A,Standing Wave Formation video,physics_physical_systems,Standing Wave Formation,physics_physical_systems,physics_family_03,"Candidate must show the temporal sequence that instantiates Standing Wave Formation, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=驻波形成; concept_type=自然动态机制; priority=A
vdcr_concept_0017,A,驻波形成 Standing Wave Formation,physics_physical_systems,Standing Wave Formation,physics_physical_systems,physics_family_03,"Candidate must show the temporal sequence that instantiates Standing Wave Formation, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=驻波形成; concept_type=自然动态机制; priority=A
vdcr_concept_0019,A,Faraday Waves,physics_physical_systems,Faraday Waves,physics_physical_systems,physics_family_03,"Candidate must show the temporal sequence that instantiates Faraday Waves, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=法拉第波; concept_type=自然动态机制; priority=A
vdcr_concept_0019,A,Faraday Waves demonstration,physics_physical_systems,Faraday Waves,physics_physical_systems,physics_family_03,"Candidate must show the temporal sequence that instantiates Faraday Waves, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=法拉第波; concept_type=自然动态机制; priority=A
vdcr_concept_0019,A,Faraday Waves slow motion,physics_physical_systems,Faraday Waves,physics_physical_systems,physics_family_03,"Candidate must show the temporal sequence that instantiates Faraday Waves, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=法拉第波; concept_type=自然动态机制; priority=A
vdcr_concept_0019,A,Faraday Waves video,physics_physical_systems,Faraday Waves,physics_physical_systems,physics_family_03,"Candidate must show the temporal sequence that instantiates Faraday Waves, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=法拉第波; concept_type=自然动态机制; priority=A
vdcr_concept_0019,A,法拉第波 Faraday Waves,physics_physical_systems,Faraday Waves,physics_physical_systems,physics_family_03,"Candidate must show the temporal sequence that instantiates Faraday Waves, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=法拉第波; concept_type=自然动态机制; priority=A
vdcr_concept_0024,A,Gyroscopic Precession,physics_physical_systems,Gyroscopic Precession,physics_physical_systems,physics_family_04,"Candidate must show the temporal sequence that instantiates Gyroscopic Precession, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=陀螺进动; concept_type=自然动态机制; priority=A
vdcr_concept_0024,A,Gyroscopic Precession demonstration,physics_physical_systems,Gyroscopic Precession,physics_physical_systems,physics_family_04,"Candidate must show the temporal sequence that instantiates Gyroscopic Precession, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=陀螺进动; concept_type=自然动态机制; priority=A
vdcr_concept_0024,A,Gyroscopic Precession slow motion,physics_physical_systems,Gyroscopic Precession,physics_physical_systems,physics_family_04,"Candidate must show the temporal sequence that instantiates Gyroscopic Precession, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=陀螺进动; concept_type=自然动态机制; priority=A
vdcr_concept_0024,A,Gyroscopic Precession video,physics_physical_systems,Gyroscopic Precession,physics_physical_systems,physics_family_04,"Candidate must show the temporal sequence that instantiates Gyroscopic Precession, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=陀螺进动; concept_type=自然动态机制; priority=A
vdcr_concept_0024,A,陀螺进动 Gyroscopic Precession,physics_physical_systems,Gyroscopic Precession,physics_physical_systems,physics_family_04,"Candidate must show the temporal sequence that instantiates Gyroscopic Precession, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=陀螺进动; concept_type=自然动态机制; priority=A
vdcr_concept_0025,A,Dzhanibekov Effect,physics_physical_systems,Dzhanibekov Effect / Tennis Racket Theorem,physics_physical_systems,physics_family_04,"Candidate must show the temporal sequence that instantiates Dzhanibekov Effect / Tennis Racket Theorem, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=贾尼别科夫效应/网球拍定理; concept_type=自然动态机制; priority=A
vdcr_concept_0025,A,Dzhanibekov Effect / Tennis Racket Theorem,physics_physical_systems,Dzhanibekov Effect / Tennis Racket Theorem,physics_physical_systems,physics_family_04,"Candidate must show the temporal sequence that instantiates Dzhanibekov Effect / Tennis Racket Theorem, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=贾尼别科夫效应/网球拍定理; concept_type=自然动态机制; priority=A
vdcr_concept_0025,A,Dzhanibekov Effect / Tennis Racket Theorem demonstration,physics_physical_systems,Dzhanibekov Effect / Tennis Racket Theorem,physics_physical_systems,physics_family_04,"Candidate must show the temporal sequence that instantiates Dzhanibekov Effect / Tennis Racket Theorem, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=贾尼别科夫效应/网球拍定理; concept_type=自然动态机制; priority=A
vdcr_concept_0025,A,Dzhanibekov Effect / Tennis Racket Theorem slow motion,physics_physical_systems,Dzhanibekov Effect / Tennis Racket Theorem,physics_physical_systems,physics_family_04,"Candidate must show the temporal sequence that instantiates Dzhanibekov Effect / Tennis Racket Theorem, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=贾尼别科夫效应/网球拍定理; concept_type=自然动态机制; priority=A
vdcr_concept_0025,A,Dzhanibekov Effect / Tennis Racket Theorem video,physics_physical_systems,Dzhanibekov Effect / Tennis Racket Theorem,physics_physical_systems,physics_family_04,"Candidate must show the temporal sequence that instantiates Dzhanibekov Effect / Tennis Racket Theorem, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=贾尼别科夫效应/网球拍定理; concept_type=自然动态机制; priority=A
vdcr_concept_0025,A,Dzhanibekov Effect video,physics_physical_systems,Dzhanibekov Effect / Tennis Racket Theorem,physics_physical_systems,physics_family_04,"Candidate must show the temporal sequence that instantiates Dzhanibekov Effect / Tennis Racket Theorem, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=贾尼别科夫效应/网球拍定理; concept_type=自然动态机制; priority=A
vdcr_concept_0025,A,Tennis Racket Theorem,physics_physical_systems,Dzhanibekov Effect / Tennis Racket Theorem,physics_physical_systems,physics_family_04,"Candidate must show the temporal sequence that instantiates Dzhanibekov Effect / Tennis Racket Theorem, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=贾尼别科夫效应/网球拍定理; concept_type=自然动态机制; priority=A
vdcr_concept_0025,A,Tennis Racket Theorem video,physics_physical_systems,Dzhanibekov Effect / Tennis Racket Theorem,physics_physical_systems,physics_family_04,"Candidate must show the temporal sequence that instantiates Dzhanibekov Effect / Tennis Racket Theorem, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=贾尼别科夫效应/网球拍定理; concept_type=自然动态机制; priority=A
vdcr_concept_0025,A,贾尼别科夫效应/网球拍定理 Dzhanibekov Effect / Tennis Racket Theorem,physics_physical_systems,Dzhanibekov Effect / Tennis Racket Theorem,physics_physical_systems,physics_family_04,"Candidate must show the temporal sequence that instantiates Dzhanibekov Effect / Tennis Racket Theorem, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=贾尼别科夫效应/网球拍定理; concept_type=自然动态机制; priority=A
vdcr_concept_0028,A,Brazil Nut Effect,physics_physical_systems,Brazil Nut Effect,physics_physical_systems,physics_family_04,"Candidate must show the temporal sequence that instantiates Brazil Nut Effect, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=巴西坚果效应; concept_type=自然动态机制; priority=A
vdcr_concept_0028,A,Brazil Nut Effect demonstration,physics_physical_systems,Brazil Nut Effect,physics_physical_systems,physics_family_04,"Candidate must show the temporal sequence that instantiates Brazil Nut Effect, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=巴西坚果效应; concept_type=自然动态机制; priority=A
vdcr_concept_0028,A,Brazil Nut Effect slow motion,physics_physical_systems,Brazil Nut Effect,physics_physical_systems,physics_family_04,"Candidate must show the temporal sequence that instantiates Brazil Nut Effect, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=巴西坚果效应; concept_type=自然动态机制; priority=A
vdcr_concept_0028,A,Brazil Nut Effect video,physics_physical_systems,Brazil Nut Effect,physics_physical_systems,physics_family_04,"Candidate must show the temporal sequence that instantiates Brazil Nut Effect, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=巴西坚果效应; concept_type=自然动态机制; priority=A
vdcr_concept_0028,A,巴西坚果效应 Brazil Nut Effect,physics_physical_systems,Brazil Nut Effect,physics_physical_systems,physics_family_04,"Candidate must show the temporal sequence that instantiates Brazil Nut Effect, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=巴西坚果效应; concept_type=自然动态机制; priority=A
vdcr_concept_0032,A,Crown Splash,physics_physical_systems,Crown Splash,physics_physical_systems,physics_family_05,"Candidate must show the temporal sequence that instantiates Crown Splash, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=冠状飞溅; concept_type=自然动态机制; priority=A
vdcr_concept_0032,A,Crown Splash demonstration,physics_physical_systems,Crown Splash,physics_physical_systems,physics_family_05,"Candidate must show the temporal sequence that instantiates Crown Splash, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=冠状飞溅; concept_type=自然动态机制; priority=A
vdcr_concept_0032,A,Crown Splash slow motion,physics_physical_systems,Crown Splash,physics_physical_systems,physics_family_05,"Candidate must show the temporal sequence that instantiates Crown Splash, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=冠状飞溅; concept_type=自然动态机制; priority=A
vdcr_concept_0032,A,Crown Splash video,physics_physical_systems,Crown Splash,physics_physical_systems,physics_family_05,"Candidate must show the temporal sequence that instantiates Crown Splash, not merely an object, scene, or static result.",0,30,vdcr_direct_answer; concept_zh=冠状飞溅; concept_type=自然动态机制; priority=A
