video_id,source_url,direct_url,media_ok,duration_sec,category,knowledge_point,question,choice_A,choice_B,choice_C,choice_D,answer,dynamic_evidence,static_insufficient_reason,video_available,dynamic_process_visible,knowledge_point_supported,answer_only_leakage,single_frame_sufficient,sparse_frames_sufficient,title_or_subtitle_leakage,review_decision,reviewer_notes,balance_rank,selection_reason
dynaknow_000045,https://commons.wikimedia.org/wiki/File:Cap_2.1_-_Demonstracao_de_medicao_com_Trigger.ogv,,,44.0,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,Which knowledge point is best demonstrated by the dynamic process in the video?,A pendulum exchanges gravitational potential energy and kinetic energy.,Unsupported objects accelerate downward under gravity.,A spinning object can maintain angular momentum.,Objects sliding on rough surfaces slow down due to friction.,A,0.0-44.0: Collected from Category:Videos of oscillation; requires review for visible temporal evidence.,A single frame may show the objects or final state but cannot establish the temporal process needed to identify this knowledge point.,,,,,,,,,,,knowledge_point_cap
dynaknow_000046,https://commons.wikimedia.org/wiki/File:Cap_1.3_-_Grafico_de_Orbita.ogv,,,20.4,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,Which knowledge point is best demonstrated by the dynamic process in the video?,Unsupported objects accelerate downward under gravity.,A pendulum exchanges gravitational potential energy and kinetic energy.,A spinning object can maintain angular momentum.,Objects sliding on rough surfaces slow down due to friction.,B,0.0-20.4: Collected from Category:Videos of oscillation; requires review for visible temporal evidence.,A single frame may show the objects or final state but cannot establish the temporal process needed to identify this knowledge point.,,,,,,,,,,,knowledge_point_cap
dynaknow_000052,https://commons.wikimedia.org/wiki/File:Global-Neuromagnetic-Cortical-Fields-Have-Non-Zero-Velocity-pone.0148413.s004.ogv,,,34.6,everyday_causal_mechanisms,Vibration can transfer energy through a medium.,Which knowledge point is best demonstrated by the dynamic process in the video?,A pendulum exchanges gravitational potential energy and kinetic energy.,Warm air rises and can drive convection.,Magnetic fields can align or attract ferromagnetic materials.,Vibration can transfer energy through a medium.,D,0.0-34.6: Collected from Category:Videos of vibrations and waves; requires review for visible temporal evidence.,A single frame may show the objects or final state but cannot establish the temporal process needed to identify this knowledge point.,,,,,,,,,,,knowledge_point_cap
dynaknow_000053,https://commons.wikimedia.org/wiki/File:Global-Neuromagnetic-Cortical-Fields-Have-Non-Zero-Velocity-pone.0148413.s003.ogv,,,9.4,everyday_causal_mechanisms,Vibration can transfer energy through a medium.,Which knowledge point is best demonstrated by the dynamic process in the video?,Vibration can transfer energy through a medium.,A pendulum exchanges gravitational potential energy and kinetic energy.,Warm air rises and can drive convection.,Magnetic fields can align or attract ferromagnetic materials.,A,0.0-9.4: Collected from Category:Videos of vibrations and waves; requires review for visible temporal evidence.,A single frame may show the objects or final state but cannot establish the temporal process needed to identify this knowledge point.,,,,,,,,,,,knowledge_point_cap
dynaknow_000054,https://commons.wikimedia.org/wiki/File:Ellipse_Reflection.ogv,,,12.0,everyday_causal_mechanisms,Vibration can transfer energy through a medium.,Which knowledge point is best demonstrated by the dynamic process in the video?,A pendulum exchanges gravitational potential energy and kinetic energy.,Vibration can transfer energy through a medium.,Warm air rises and can drive convection.,Magnetic fields can align or attract ferromagnetic materials.,B,0.0-12.0: Collected from Category:Videos of vibrations and waves; requires review for visible temporal evidence.,A single frame may show the objects or final state but cannot establish the temporal process needed to identify this knowledge point.,,,,,,,,,,,knowledge_point_cap
dynaknow_000055,https://commons.wikimedia.org/wiki/File:Elastic-spheres-can-walk-on-water-ncomms10551-s3.ogv,,,7.8,everyday_causal_mechanisms,Vibration can transfer energy through a medium.,Which knowledge point is best demonstrated by the dynamic process in the video?,A pendulum exchanges gravitational potential energy and kinetic energy.,Warm air rises and can drive convection.,Vibration can transfer energy through a medium.,Magnetic fields can align or attract ferromagnetic materials.,C,0.0-7.8: Collected from Category:Videos of vibrations and waves; requires review for visible temporal evidence.,A single frame may show the objects or final state but cannot establish the temporal process needed to identify this knowledge point.,,,,,,,,,,,knowledge_point_cap
dynaknow_000056,https://commons.wikimedia.org/wiki/File:Iron_powder_on_magnetic_stirrer_01_ies.webm,,,120.0,everyday_causal_mechanisms,Magnetic fields can align or attract ferromagnetic materials.,Which knowledge point is best demonstrated by the dynamic process in the video?,Surface tension can support small objects or droplets.,Pressure differences can move fluids.,A spinning object can maintain angular momentum.,Magnetic fields can align or attract ferromagnetic materials.,D,0.0-30.0: Iron powder movement changes under magnetic influence over time.,A single frame may show the objects or final state but cannot establish the temporal process needed to identify this knowledge point.,,,,,,,,,,,knowledge_point_cap
dynaknow_000060,https://commons.wikimedia.org/wiki/File:A-MultiSite-Gateway-Toolkit-for-Rapid-Cloning-of-Vertebrate-Expression-Constructs-with-Diverse-pone.0159277.s001.ogv,,,6.8,chemistry_material_change,Some chemical reactions produce color change.,Which knowledge point is best demonstrated by the dynamic process in the video?,Dissolved substances diffuse from high to low concentration.,Some reactions form a precipitate.,Combustion requires fuel and oxygen.,Some chemical reactions produce color change.,D,0.0-6.8: Collected from Category:Videos of chemical reactions; requires review for visible temporal evidence.,A single frame may show the objects or final state but cannot establish the temporal process needed to identify this knowledge point.,,,,,,,,,,,knowledge_point_cap
dynaknow_000063,https://commons.wikimedia.org/wiki/File:Iodine_Clock_Reaction.ogv,,,126.0,chemistry_material_change,Some chemical reactions produce color change.,Which knowledge point is best demonstrated by the dynamic process in the video?,Dissolved substances diffuse from high to low concentration.,Some reactions form a precipitate.,Some chemical reactions produce color change.,Combustion requires fuel and oxygen.,C,0.0-45.0: Delayed color change appears after mixing and requires temporal observation.,A single frame may show the objects or final state but cannot establish the temporal process needed to identify this knowledge point.,,,,,,,,,,,knowledge_point_cap
dynaknow_000064,https://commons.wikimedia.org/wiki/File:Eu_esit%C3%B6_(video).ogv,,,7.9,biology_life_processes,Seed germination involves root and shoot emergence.,Which knowledge point is best demonstrated by the dynamic process in the video?,Roots can grow downward in response to gravity.,Plant shoots can grow toward a light source.,Water can move through narrow plant structures by capillary action.,Seed germination involves root and shoot emergence.,D,0.0-7.9: Collected from Category:Videos of plants; requires review for visible temporal evidence.,A single frame may show the objects or final state but cannot establish the temporal process needed to identify this knowledge point.,,,,,,,,,,,knowledge_point_cap
dynaknow_000065,https://commons.wikimedia.org/wiki/File:Electrostatic-Charge-on-Flying-Hummingbirds-and-Its-Potential-Role-in-Pollination-pone.0138003.s001.ogv,,,13.4,biology_life_processes,Seed germination involves root and shoot emergence.,Which knowledge point is best demonstrated by the dynamic process in the video?,Seed germination involves root and shoot emergence.,Roots can grow downward in response to gravity.,Plant shoots can grow toward a light source.,Water can move through narrow plant structures by capillary action.,A,0.0-13.4: Collected from Category:Videos of plants; requires review for visible temporal evidence.,A single frame may show the objects or final state but cannot establish the temporal process needed to identify this knowledge point.,,,,,,,,,,,knowledge_point_cap
dynaknow_000066,https://commons.wikimedia.org/wiki/File:Spring_is_creeping_in.webm,,,112.0,biology_life_processes,Seed germination involves root and shoot emergence.,Which knowledge point is best demonstrated by the dynamic process in the video?,Roots can grow downward in response to gravity.,Seed germination involves root and shoot emergence.,Plant shoots can grow toward a light source.,Water can move through narrow plant structures by capillary action.,B,0.0-60.0: Sprouting plants change visibly over time in a time lapse.,A single frame may show the objects or final state but cannot establish the temporal process needed to identify this knowledge point.,,,,,,,,,,,knowledge_point_cap
dynaknow_000069,https://commons.wikimedia.org/wiki/File:Bezoek_aan_een_dames_biljart_club-512468.ogv,,,72.7,physics_mechanics,Collisions transfer momentum between objects.,Which knowledge point is best demonstrated by the dynamic process in the video?,Collisions transfer momentum between objects.,Non-elastic collisions dissipate kinetic energy.,Objects sliding on rough surfaces slow down due to friction.,A spinning object can maintain angular momentum.,A,0.0-30.0: Collected from Category:Videos of billiards; requires review for visible temporal evidence.,A single frame may show the objects or final state but cannot establish the temporal process needed to identify this knowledge point.,,,,,,,,,,,knowledge_point_cap
dynaknow_000070,https://commons.wikimedia.org/wiki/File:Arie_Bos_Nederlands_kampioen_biljarten_driebanden-524299.ogv,,,96.5,physics_mechanics,Collisions transfer momentum between objects.,Which knowledge point is best demonstrated by the dynamic process in the video?,Non-elastic collisions dissipate kinetic energy.,Collisions transfer momentum between objects.,Objects sliding on rough surfaces slow down due to friction.,A spinning object can maintain angular momentum.,B,0.0-30.0: Collected from Category:Videos of billiards; requires review for visible temporal evidence.,A single frame may show the objects or final state but cannot establish the temporal process needed to identify this knowledge point.,,,,,,,,,,,knowledge_point_cap
dynaknow_000071,https://commons.wikimedia.org/wiki/File:Nanoparticle-Induced-Cell-Magneto-Rotation-Monitoring-Morphology-Stress-and-Drug-Sensitivity-of-a-pone.0028475.s009.ogv,,,120.0,everyday_causal_mechanisms,Magnetic fields can align or attract ferromagnetic materials.,Which knowledge point is best demonstrated by the dynamic process in the video?,Surface tension can support small objects or droplets.,Pressure differences can move fluids.,Magnetic fields can align or attract ferromagnetic materials.,A spinning object can maintain angular momentum.,C,0.0-45.0: Collected from Category:Videos of magnetic fields; requires review for visible temporal evidence.,A single frame may show the objects or final state but cannot establish the temporal process needed to identify this knowledge point.,,,,,,,,,,,knowledge_point_cap
dynaknow_000072,https://commons.wikimedia.org/wiki/File:Microgravity-simulation-by-diamagnetic-levitation-effects-of-a-strong-gradient-magnetic-field-on-1471-2164-13-52-S2.ogv,,,599.7,everyday_causal_mechanisms,Magnetic fields can align or attract ferromagnetic materials.,Which knowledge point is best demonstrated by the dynamic process in the video?,Surface tension can support small objects or droplets.,Pressure differences can move fluids.,A spinning object can maintain angular momentum.,Magnetic fields can align or attract ferromagnetic materials.,D,0.0-45.0: Collected from Category:Videos of magnetic fields; requires review for visible temporal evidence.,A single frame may show the objects or final state but cannot establish the temporal process needed to identify this knowledge point.,,,,,,,,,,,knowledge_point_cap
dynaknow_000079,https://commons.wikimedia.org/wiki/File:Cap_4.2_-_Ensaio_de_desbalanceamento.ogv,,,82.0,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,Which knowledge point is best demonstrated by the dynamic process in the video?,Unsupported objects accelerate downward under gravity.,A spinning object can maintain angular momentum.,Objects sliding on rough surfaces slow down due to friction.,A pendulum exchanges gravitational potential energy and kinetic energy.,D,0.0-60.0: Collected from Category:Videos of oscillation; requires review for visible temporal evidence.,A single frame may show the objects or final state but cannot establish the temporal process needed to identify this knowledge point.,,,,,,,,,,,knowledge_point_cap
dynaknow_000080,https://commons.wikimedia.org/wiki/File:Cap_1.3_-_Demonstracao_pontos_de_aquisicao.ogv,,,83.1,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,Which knowledge point is best demonstrated by the dynamic process in the video?,A pendulum exchanges gravitational potential energy and kinetic energy.,Unsupported objects accelerate downward under gravity.,A spinning object can maintain angular momentum.,Objects sliding on rough surfaces slow down due to friction.,A,0.0-60.0: Collected from Category:Videos of oscillation; requires review for visible temporal evidence.,A single frame may show the objects or final state but cannot establish the temporal process needed to identify this knowledge point.,,,,,,,,,,,knowledge_point_cap
