concept_id,priority,pool_tier,search_term,initial_category,candidate_knowledge_point,domain_seed,subdomain_seed,why_dynamic,default_start_sec,default_end_sec,notes
vdcr_concept_0032,A,main_pool,Crown Splash demonstration,physics_physical_systems,Crown Splash,physics_physical_systems,physics_family_05,"Candidate must show the temporal sequence that instantiates Crown Splash, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=冠状飞溅; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0032,A,main_pool,Crown Splash video,physics_physical_systems,Crown Splash,physics_physical_systems,physics_family_05,"Candidate must show the temporal sequence that instantiates Crown Splash, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=冠状飞溅; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0032,A,main_pool,冠状飞溅 Crown Splash,physics_physical_systems,Crown Splash,physics_physical_systems,physics_family_05,"Candidate must show the temporal sequence that instantiates Crown Splash, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=冠状飞溅; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0033,A,main_pool,Worthington Jet,physics_physical_systems,Worthington Jet,physics_physical_systems,physics_family_05,"Candidate must show the temporal sequence that instantiates Worthington Jet, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=沃辛顿射流; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0033,A,main_pool,Worthington Jet experiment,physics_physical_systems,Worthington Jet,physics_physical_systems,physics_family_05,"Candidate must show the temporal sequence that instantiates Worthington Jet, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=沃辛顿射流; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0033,A,main_pool,Worthington Jet demonstration,physics_physical_systems,Worthington Jet,physics_physical_systems,physics_family_05,"Candidate must show the temporal sequence that instantiates Worthington Jet, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=沃辛顿射流; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0033,A,main_pool,Worthington Jet video,physics_physical_systems,Worthington Jet,physics_physical_systems,physics_family_05,"Candidate must show the temporal sequence that instantiates Worthington Jet, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=沃辛顿射流; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0033,A,main_pool,沃辛顿射流 Worthington Jet,physics_physical_systems,Worthington Jet,physics_physical_systems,physics_family_05,"Candidate must show the temporal sequence that instantiates Worthington Jet, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=沃辛顿射流; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0039,A,main_pool,Vortex Ring Formation,physics_physical_systems,Vortex Ring Formation,physics_physical_systems,physics_family_05,"Candidate must show the temporal sequence that instantiates Vortex Ring Formation, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=涡环形成; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0039,A,main_pool,Vortex Ring Formation experiment,physics_physical_systems,Vortex Ring Formation,physics_physical_systems,physics_family_05,"Candidate must show the temporal sequence that instantiates Vortex Ring Formation, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=涡环形成; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0039,A,main_pool,Vortex Ring Formation demonstration,physics_physical_systems,Vortex Ring Formation,physics_physical_systems,physics_family_05,"Candidate must show the temporal sequence that instantiates Vortex Ring Formation, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=涡环形成; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0039,A,main_pool,Vortex Ring Formation video,physics_physical_systems,Vortex Ring Formation,physics_physical_systems,physics_family_05,"Candidate must show the temporal sequence that instantiates Vortex Ring Formation, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=涡环形成; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0039,A,main_pool,涡环形成 Vortex Ring Formation,physics_physical_systems,Vortex Ring Formation,physics_physical_systems,physics_family_05,"Candidate must show the temporal sequence that instantiates Vortex Ring Formation, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=涡环形成; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0064,A,main_pool,Weissenberg Rod-Climbing Effect,chemistry_materials_change,Weissenberg Rod-Climbing Effect,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Weissenberg Rod-Climbing Effect, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=魏森贝格爬杆效应; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0064,A,main_pool,Weissenberg Rod-Climbing Effect experiment,chemistry_materials_change,Weissenberg Rod-Climbing Effect,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Weissenberg Rod-Climbing Effect, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=魏森贝格爬杆效应; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0064,A,main_pool,Weissenberg Rod-Climbing Effect demonstration,chemistry_materials_change,Weissenberg Rod-Climbing Effect,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Weissenberg Rod-Climbing Effect, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=魏森贝格爬杆效应; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0064,A,main_pool,Weissenberg Rod-Climbing Effect video,chemistry_materials_change,Weissenberg Rod-Climbing Effect,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Weissenberg Rod-Climbing Effect, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=魏森贝格爬杆效应; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0064,A,main_pool,魏森贝格爬杆效应 Weissenberg Rod-Climbing Effect,chemistry_materials_change,Weissenberg Rod-Climbing Effect,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Weissenberg Rod-Climbing Effect, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=魏森贝格爬杆效应; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0066,A,main_pool,Dendritic Crystal Growth,chemistry_materials_change,Dendritic Crystal Growth,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Dendritic Crystal Growth, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=树枝状晶体生长; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0066,A,main_pool,Dendritic Crystal Growth experiment,chemistry_materials_change,Dendritic Crystal Growth,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Dendritic Crystal Growth, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=树枝状晶体生长; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0066,A,main_pool,Dendritic Crystal Growth demonstration,chemistry_materials_change,Dendritic Crystal Growth,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Dendritic Crystal Growth, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=树枝状晶体生长; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0066,A,main_pool,Dendritic Crystal Growth video,chemistry_materials_change,Dendritic Crystal Growth,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Dendritic Crystal Growth, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=树枝状晶体生长; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0066,A,main_pool,树枝状晶体生长 Dendritic Crystal Growth,chemistry_materials_change,Dendritic Crystal Growth,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Dendritic Crystal Growth, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=树枝状晶体生长; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0069,A,main_pool,Supercooled Liquid Rapid Crystallization,chemistry_materials_change,Supercooled Liquid Rapid Crystallization,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Supercooled Liquid Rapid Crystallization, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=过冷液体瞬时结晶; concept_type=实验动态图样; priority=A; pool_tier=main_pool
vdcr_concept_0069,A,main_pool,Supercooled Liquid Rapid Crystallization experiment,chemistry_materials_change,Supercooled Liquid Rapid Crystallization,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Supercooled Liquid Rapid Crystallization, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=过冷液体瞬时结晶; concept_type=实验动态图样; priority=A; pool_tier=main_pool
vdcr_concept_0069,A,main_pool,Supercooled Liquid Rapid Crystallization demonstration,chemistry_materials_change,Supercooled Liquid Rapid Crystallization,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Supercooled Liquid Rapid Crystallization, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=过冷液体瞬时结晶; concept_type=实验动态图样; priority=A; pool_tier=main_pool
vdcr_concept_0069,A,main_pool,Supercooled Liquid Rapid Crystallization video,chemistry_materials_change,Supercooled Liquid Rapid Crystallization,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Supercooled Liquid Rapid Crystallization, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=过冷液体瞬时结晶; concept_type=实验动态图样; priority=A; pool_tier=main_pool
vdcr_concept_0069,A,main_pool,过冷液体瞬时结晶 Supercooled Liquid Rapid Crystallization,chemistry_materials_change,Supercooled Liquid Rapid Crystallization,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Supercooled Liquid Rapid Crystallization, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=过冷液体瞬时结晶; concept_type=实验动态图样; priority=A; pool_tier=main_pool
vdcr_concept_0071,B,strict_gate,Blue Bottle Reaction,chemistry_materials_change,Blue Bottle Reaction,chemistry_materials_change,materials_family_03,"Candidate must show the temporal sequence that instantiates Blue Bottle Reaction, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=蓝瓶反应; concept_type=实验动态图样; priority=B; pool_tier=strict_gate
vdcr_concept_0071,B,strict_gate,Blue Bottle Reaction experiment,chemistry_materials_change,Blue Bottle Reaction,chemistry_materials_change,materials_family_03,"Candidate must show the temporal sequence that instantiates Blue Bottle Reaction, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=蓝瓶反应; concept_type=实验动态图样; priority=B; pool_tier=strict_gate
vdcr_concept_0071,B,strict_gate,Blue Bottle Reaction demonstration,chemistry_materials_change,Blue Bottle Reaction,chemistry_materials_change,materials_family_03,"Candidate must show the temporal sequence that instantiates Blue Bottle Reaction, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=蓝瓶反应; concept_type=实验动态图样; priority=B; pool_tier=strict_gate
vdcr_concept_0071,B,strict_gate,Blue Bottle Reaction video,chemistry_materials_change,Blue Bottle Reaction,chemistry_materials_change,materials_family_03,"Candidate must show the temporal sequence that instantiates Blue Bottle Reaction, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=蓝瓶反应; concept_type=实验动态图样; priority=B; pool_tier=strict_gate
vdcr_concept_0071,B,strict_gate,蓝瓶反应 Blue Bottle Reaction,chemistry_materials_change,Blue Bottle Reaction,chemistry_materials_change,materials_family_03,"Candidate must show the temporal sequence that instantiates Blue Bottle Reaction, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=蓝瓶反应; concept_type=实验动态图样; priority=B; pool_tier=strict_gate
vdcr_concept_0072,B,strict_gate,Chemical Traffic Light Reaction,chemistry_materials_change,Chemical Traffic Light Reaction,chemistry_materials_change,materials_family_03,"Candidate must show the temporal sequence that instantiates Chemical Traffic Light Reaction, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=化学交通灯反应; concept_type=实验动态图样; priority=B; pool_tier=strict_gate
vdcr_concept_0072,B,strict_gate,Chemical Traffic Light Reaction experiment,chemistry_materials_change,Chemical Traffic Light Reaction,chemistry_materials_change,materials_family_03,"Candidate must show the temporal sequence that instantiates Chemical Traffic Light Reaction, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=化学交通灯反应; concept_type=实验动态图样; priority=B; pool_tier=strict_gate
vdcr_concept_0072,B,strict_gate,Chemical Traffic Light Reaction demonstration,chemistry_materials_change,Chemical Traffic Light Reaction,chemistry_materials_change,materials_family_03,"Candidate must show the temporal sequence that instantiates Chemical Traffic Light Reaction, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=化学交通灯反应; concept_type=实验动态图样; priority=B; pool_tier=strict_gate
vdcr_concept_0072,B,strict_gate,Chemical Traffic Light Reaction video,chemistry_materials_change,Chemical Traffic Light Reaction,chemistry_materials_change,materials_family_03,"Candidate must show the temporal sequence that instantiates Chemical Traffic Light Reaction, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=化学交通灯反应; concept_type=实验动态图样; priority=B; pool_tier=strict_gate
vdcr_concept_0072,B,strict_gate,化学交通灯反应 Chemical Traffic Light Reaction,chemistry_materials_change,Chemical Traffic Light Reaction,chemistry_materials_change,materials_family_03,"Candidate must show the temporal sequence that instantiates Chemical Traffic Light Reaction, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=化学交通灯反应; concept_type=实验动态图样; priority=B; pool_tier=strict_gate
vdcr_concept_0076,A,main_pool,Chemical Garden Growth,chemistry_materials_change,Chemical Garden Growth,chemistry_materials_change,materials_family_04,"Candidate must show the temporal sequence that instantiates Chemical Garden Growth, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=化学花园生长; concept_type=实验动态图样; priority=A; pool_tier=main_pool
vdcr_concept_0076,A,main_pool,Chemical Garden Growth experiment,chemistry_materials_change,Chemical Garden Growth,chemistry_materials_change,materials_family_04,"Candidate must show the temporal sequence that instantiates Chemical Garden Growth, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=化学花园生长; concept_type=实验动态图样; priority=A; pool_tier=main_pool
vdcr_concept_0076,A,main_pool,Chemical Garden Growth demonstration,chemistry_materials_change,Chemical Garden Growth,chemistry_materials_change,materials_family_04,"Candidate must show the temporal sequence that instantiates Chemical Garden Growth, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=化学花园生长; concept_type=实验动态图样; priority=A; pool_tier=main_pool
vdcr_concept_0076,A,main_pool,Chemical Garden Growth video,chemistry_materials_change,Chemical Garden Growth,chemistry_materials_change,materials_family_04,"Candidate must show the temporal sequence that instantiates Chemical Garden Growth, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=化学花园生长; concept_type=实验动态图样; priority=A; pool_tier=main_pool
vdcr_concept_0076,A,main_pool,化学花园生长 Chemical Garden Growth,chemistry_materials_change,Chemical Garden Growth,chemistry_materials_change,materials_family_04,"Candidate must show the temporal sequence that instantiates Chemical Garden Growth, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=化学花园生长; concept_type=实验动态图样; priority=A; pool_tier=main_pool
vdcr_concept_0143,A,main_pool,Phototropism,biology_living_systems,Phototropism,biology_living_systems,biology_family_04,"Candidate must show the temporal sequence that instantiates Phototropism, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=向光性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0143,A,main_pool,Phototropism experiment,biology_living_systems,Phototropism,biology_living_systems,biology_family_04,"Candidate must show the temporal sequence that instantiates Phototropism, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=向光性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0143,A,main_pool,Phototropism demonstration,biology_living_systems,Phototropism,biology_living_systems,biology_family_04,"Candidate must show the temporal sequence that instantiates Phototropism, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=向光性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0143,A,main_pool,Phototropism video,biology_living_systems,Phototropism,biology_living_systems,biology_family_04,"Candidate must show the temporal sequence that instantiates Phototropism, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=向光性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0143,A,main_pool,向光性 Phototropism,biology_living_systems,Phototropism,biology_living_systems,biology_family_04,"Candidate must show the temporal sequence that instantiates Phototropism, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=向光性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0144,A,main_pool,Gravitropism,biology_living_systems,Gravitropism,biology_living_systems,biology_family_04,"Candidate must show the temporal sequence that instantiates Gravitropism, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=向重性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0144,A,main_pool,Gravitropism experiment,biology_living_systems,Gravitropism,biology_living_systems,biology_family_04,"Candidate must show the temporal sequence that instantiates Gravitropism, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=向重性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0144,A,main_pool,Gravitropism demonstration,biology_living_systems,Gravitropism,biology_living_systems,biology_family_04,"Candidate must show the temporal sequence that instantiates Gravitropism, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=向重性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0144,A,main_pool,Gravitropism video,biology_living_systems,Gravitropism,biology_living_systems,biology_family_04,"Candidate must show the temporal sequence that instantiates Gravitropism, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=向重性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0144,A,main_pool,向重性 Gravitropism,biology_living_systems,Gravitropism,biology_living_systems,biology_family_04,"Candidate must show the temporal sequence that instantiates Gravitropism, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=向重性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0154,A,main_pool,Mitotic Chromosome Segregation,biology_living_systems,Mitotic Chromosome Segregation,biology_living_systems,biology_family_05,"Candidate must show the temporal sequence that instantiates Mitotic Chromosome Segregation, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=有丝分裂染色体分离; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0154,A,main_pool,Mitotic Chromosome Segregation experiment,biology_living_systems,Mitotic Chromosome Segregation,biology_living_systems,biology_family_05,"Candidate must show the temporal sequence that instantiates Mitotic Chromosome Segregation, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=有丝分裂染色体分离; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0154,A,main_pool,Mitotic Chromosome Segregation demonstration,biology_living_systems,Mitotic Chromosome Segregation,biology_living_systems,biology_family_05,"Candidate must show the temporal sequence that instantiates Mitotic Chromosome Segregation, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=有丝分裂染色体分离; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0154,A,main_pool,Mitotic Chromosome Segregation video,biology_living_systems,Mitotic Chromosome Segregation,biology_living_systems,biology_family_05,"Candidate must show the temporal sequence that instantiates Mitotic Chromosome Segregation, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=有丝分裂染色体分离; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0154,A,main_pool,有丝分裂染色体分离 Mitotic Chromosome Segregation,biology_living_systems,Mitotic Chromosome Segregation,biology_living_systems,biology_family_05,"Candidate must show the temporal sequence that instantiates Mitotic Chromosome Segregation, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=有丝分裂染色体分离; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0158,A,main_pool,Ciliary Beating,biology_living_systems,Ciliary Beating,biology_living_systems,biology_family_05,"Candidate must show the temporal sequence that instantiates Ciliary Beating, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=纤毛节律摆动; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0158,A,main_pool,Ciliary Beating experiment,biology_living_systems,Ciliary Beating,biology_living_systems,biology_family_05,"Candidate must show the temporal sequence that instantiates Ciliary Beating, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=纤毛节律摆动; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0158,A,main_pool,Ciliary Beating demonstration,biology_living_systems,Ciliary Beating,biology_living_systems,biology_family_05,"Candidate must show the temporal sequence that instantiates Ciliary Beating, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=纤毛节律摆动; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0158,A,main_pool,Ciliary Beating video,biology_living_systems,Ciliary Beating,biology_living_systems,biology_family_05,"Candidate must show the temporal sequence that instantiates Ciliary Beating, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=纤毛节律摆动; concept_type=自然动态机制; priority=A; pool_tier=main_pool
