candidate_id,source_url,source_platform,license_or_usage_note,raw_duration_sec,suggested_start_sec,suggested_end_sec,initial_category,candidate_knowledge_point,why_dynamic,collector_notes
commons_auto_000031,https://commons.wikimedia.org/wiki/File:Cap_1.3_-_Demonstracao_pontos_de_aquisicao.ogv,wikimedia_commons,CC BY 3.0; Creative Commons Attribution 3.0; artist metadata present,83.1,0.0,60.0,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,Collected from Category:Videos of oscillation; requires review for visible temporal evidence.,auto_collected; commons_title=File:Cap 1.3 - Demonstracao pontos de aquisicao.ogv; category=Category:Videos of oscillation; Broader oscillation category; requires review.
commons_auto_000032,https://commons.wikimedia.org/wiki/File:Cap_1.3_-_Grafico_de_Orbita.ogv,wikimedia_commons,CC BY 3.0; Creative Commons Attribution 3.0; artist metadata present,20.4,0.0,20.4,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,Collected from Category:Videos of oscillation; requires review for visible temporal evidence.,auto_collected; commons_title=File:Cap 1.3 - Grafico de Orbita.ogv; category=Category:Videos of oscillation; Broader oscillation category; requires review.
commons_auto_000033,https://commons.wikimedia.org/wiki/File:Cap_2.1_-_Demonstracao_de_medicao_com_Trigger.ogv,wikimedia_commons,CC BY 3.0; Creative Commons Attribution 3.0; artist metadata present,44.0,0.0,44.0,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,Collected from Category:Videos of oscillation; requires review for visible temporal evidence.,auto_collected; commons_title=File:Cap 2.1 - Demonstracao de medicao com Trigger.ogv; category=Category:Videos of oscillation; Broader oscillation category; requires review.
commons_auto_000034,https://commons.wikimedia.org/wiki/File:Cap_4.2_-_Ensaio_de_desbalanceamento.ogv,wikimedia_commons,CC BY 3.0; Creative Commons Attribution 3.0; artist metadata present,82.0,0.0,60.0,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,Collected from Category:Videos of oscillation; requires review for visible temporal evidence.,auto_collected; commons_title=File:Cap 4.2 - Ensaio de desbalanceamento.ogv; category=Category:Videos of oscillation; Broader oscillation category; requires review.
commons_auto_000035,https://commons.wikimedia.org/wiki/File:Cap_4.3_-_Desalinhamento_angular_de_eixo_na_bancada_4.ogv,wikimedia_commons,CC BY 3.0; Creative Commons Attribution 3.0; artist metadata present,15.0,0.0,15.0,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,Collected from Category:Videos of oscillation; requires review for visible temporal evidence.,auto_collected; commons_title=File:Cap 4.3 - Desalinhamento angular de eixo na bancada 4.ogv; category=Category:Videos of oscillation; Broader oscillation category; requires review.
commons_auto_000036,https://commons.wikimedia.org/wiki/File:Cap_4.5_-_Componentes_soltos_bancada_4_-_1.ogv,wikimedia_commons,CC BY 3.0; Creative Commons Attribution 3.0; artist metadata present,14.0,0.0,14.0,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,Collected from Category:Videos of oscillation; requires review for visible temporal evidence.,auto_collected; commons_title=File:Cap 4.5 - Componentes soltos bancada 4 - 1.ogv; category=Category:Videos of oscillation; Broader oscillation category; requires review.
commons_auto_000037,https://commons.wikimedia.org/wiki/File:Cap_4.5_-_Componentes_soltos_bancada_4_-_2.ogv,wikimedia_commons,CC BY 3.0; Creative Commons Attribution 3.0; artist metadata present,15.0,0.0,15.0,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,Collected from Category:Videos of oscillation; requires review for visible temporal evidence.,auto_collected; commons_title=File:Cap 4.5 - Componentes soltos bancada 4 - 2.ogv; category=Category:Videos of oscillation; Broader oscillation category; requires review.
commons_auto_000038,https://commons.wikimedia.org/wiki/File:Cap_4.6_-_Frequencia_de_engrenamento.ogv,wikimedia_commons,CC BY 3.0; Creative Commons Attribution 3.0; artist metadata present,50.0,0.0,50.0,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,Collected from Category:Videos of oscillation; requires review for visible temporal evidence.,auto_collected; commons_title=File:Cap 4.6 - Frequencia de engrenamento.ogv; category=Category:Videos of oscillation; Broader oscillation category; requires review.
commons_auto_000039,https://commons.wikimedia.org/wiki/File:(ART-HOBBY)_Video_Fabrication_et_recyclage_de_vieilles_bougies_HD.webm,wikimedia_commons,CC BY 3.0; Creative Commons Attribution 3.0; artist metadata present,0.0,0.0,45.0,chemistry_material_change,Combustion requires fuel and oxygen.,Collected from Category:Videos of candles; requires review for visible temporal evidence.,auto_collected; commons_title=File:(ART-HOBBY) Video Fabrication et recyclage de vieilles bougies HD.webm; category=Category:Videos of candles; Many are not controlled experiments; filter aggressively.
commons_auto_000040,https://commons.wikimedia.org/wiki/File:027_Lighting_And_Blowing_Of_A_Candle_(Slow_Motion)_Video_By_Giles_Laurent.webm,wikimedia_commons,CC BY-SA 4.0; Creative Commons Attribution-Share Alike 4.0; artist metadata present,0.0,0.0,45.0,chemistry_material_change,Combustion requires fuel and oxygen.,Collected from Category:Videos of candles; requires review for visible temporal evidence.,auto_collected; commons_title=File:027 Lighting And Blowing Of A Candle (Slow Motion) Video By Giles Laurent.webm; category=Category:Videos of candles; Many are not controlled experiments; filter aggressively.
commons_auto_000041,https://commons.wikimedia.org/wiki/File:028_Lighting_and_blowing_of_a_candle_(normal_speed)_Video_by_Giles_Laurent.webm,wikimedia_commons,CC BY-SA 4.0; Creative Commons Attribution-Share Alike 4.0; artist metadata present,0.0,0.0,45.0,chemistry_material_change,Combustion requires fuel and oxygen.,Collected from Category:Videos of candles; requires review for visible temporal evidence.,auto_collected; commons_title=File:028 Lighting and blowing of a candle (normal speed) Video by Giles Laurent.webm; category=Category:Videos of candles; Many are not controlled experiments; filter aggressively.
commons_auto_000042,https://commons.wikimedia.org/wiki/File:Flameless_candle_1.webm,wikimedia_commons,"CC0; Creative Commons Zero, Public Domain Dedication; artist metadata present",0.0,0.0,45.0,chemistry_material_change,Combustion requires fuel and oxygen.,Collected from Category:Videos of candles; requires review for visible temporal evidence.,auto_collected; commons_title=File:Flameless candle 1.webm; category=Category:Videos of candles; Many are not controlled experiments; filter aggressively.
commons_auto_000043,https://commons.wikimedia.org/wiki/File:Flameless_candle_2.webm,wikimedia_commons,"CC0; Creative Commons Zero, Public Domain Dedication; artist metadata present",0.0,0.0,45.0,chemistry_material_change,Combustion requires fuel and oxygen.,Collected from Category:Videos of candles; requires review for visible temporal evidence.,auto_collected; commons_title=File:Flameless candle 2.webm; category=Category:Videos of candles; Many are not controlled experiments; filter aggressively.
commons_auto_000044,https://commons.wikimedia.org/wiki/File:Light_power_or_ionized_air%3F.webm,wikimedia_commons,CC BY-SA 4.0; Creative Commons Attribution-Share Alike 4.0; artist metadata present,0.0,0.0,45.0,chemistry_material_change,Combustion requires fuel and oxygen.,Collected from Category:Videos of candles; requires review for visible temporal evidence.,auto_collected; commons_title=File:Light power or ionized air?.webm; category=Category:Videos of candles; Many are not controlled experiments; filter aggressively.
commons_auto_000045,https://commons.wikimedia.org/wiki/File:Monster-with-melting-candle.webm,wikimedia_commons,Public domain; Public domain; artist metadata present,0.0,0.0,45.0,chemistry_material_change,Combustion requires fuel and oxygen.,Collected from Category:Videos of candles; requires review for visible temporal evidence.,auto_collected; commons_title=File:Monster-with-melting-candle.webm; category=Category:Videos of candles; Many are not controlled experiments; filter aggressively.
commons_auto_000046,https://commons.wikimedia.org/wiki/File:%D0%92%D0%B5%D1%80%D1%82%D1%8F%D1%89%D0%B0%D1%8F%D1%81%D1%8F_%D0%B7%D0%BC%D0%B5%D0%B9%D0%BA%D0%B0.webm,wikimedia_commons,CC BY 4.0; Creative Commons Attribution 4.0; artist metadata present,0.0,0.0,45.0,chemistry_material_change,Combustion requires fuel and oxygen.,Collected from Category:Videos of candles; requires review for visible temporal evidence.,auto_collected; commons_title=File:Вертящаяся змейка.webm; category=Category:Videos of candles; Many are not controlled experiments; filter aggressively.
commons_auto_000047,https://commons.wikimedia.org/wiki/File:%D0%9F%D0%B0%D1%80%D0%B0%D1%84%D0%B8%D0%BD%D0%BE%D0%B2%D1%8B%D0%B9_%D0%BC%D0%BE%D1%82%D0%BE%D1%80.webm,wikimedia_commons,CC BY 4.0; Creative Commons Attribution 4.0; artist metadata present,0.0,0.0,45.0,chemistry_material_change,Combustion requires fuel and oxygen.,Collected from Category:Videos of candles; requires review for visible temporal evidence.,auto_collected; commons_title=File:Парафиновый мотор.webm; category=Category:Videos of candles; Many are not controlled experiments; filter aggressively.
commons_auto_000048,https://commons.wikimedia.org/wiki/File:Banneuxkapelle_20220815_153739.webm,wikimedia_commons,CC BY-SA 3.0 de; Creative Commons Attribution-Share Alike 3.0 de; artist metadata present,0.0,0.0,45.0,chemistry_material_change,Combustion requires fuel and oxygen.,Collected from Category:Videos of burning candles; requires review for visible temporal evidence.,auto_collected; commons_title=File:Banneuxkapelle 20220815 153739.webm; category=Category:Videos of burning candles; Many ordinary flame videos; filter aggressively.
commons_auto_000049,https://commons.wikimedia.org/wiki/File:Blue_candle_burning.webm,wikimedia_commons,"CC0; Creative Commons Zero, Public Domain Dedication; artist metadata present",0.0,0.0,45.0,chemistry_material_change,Combustion requires fuel and oxygen.,Collected from Category:Videos of burning candles; requires review for visible temporal evidence.,auto_collected; commons_title=File:Blue candle burning.webm; category=Category:Videos of burning candles; Many ordinary flame videos; filter aggressively.
commons_auto_000050,https://commons.wikimedia.org/wiki/File:CandleGettingBlownOut.ogv,wikimedia_commons,CC BY-SA 3.0; Creative Commons Attribution-Share Alike 3.0; artist metadata present,17.5,0.0,17.5,chemistry_material_change,Combustion requires fuel and oxygen.,Collected from Category:Videos of burning candles; requires review for visible temporal evidence.,auto_collected; commons_title=File:CandleGettingBlownOut.ogv; category=Category:Videos of burning candles; Many ordinary flame videos; filter aggressively.
commons_auto_000051,https://commons.wikimedia.org/wiki/File:Candles%2Bcamera_dolly.ogv,wikimedia_commons,Public domain; Public domain; artist metadata present,70.4,0.0,45.0,chemistry_material_change,Combustion requires fuel and oxygen.,Collected from Category:Videos of burning candles; requires review for visible temporal evidence.,auto_collected; commons_title=File:Candles+camera dolly.ogv; category=Category:Videos of burning candles; Many ordinary flame videos; filter aggressively.
commons_auto_000052,https://commons.wikimedia.org/wiki/File:Corona.mpg,wikimedia_commons,"CC0; Creative Commons Zero, Public Domain Dedication; artist metadata present",0.0,0.0,45.0,chemistry_material_change,Combustion requires fuel and oxygen.,Collected from Category:Videos of burning candles; requires review for visible temporal evidence.,auto_collected; commons_title=File:Corona.mpg; category=Category:Videos of burning candles; Many ordinary flame videos; filter aggressively.
commons_auto_000053,https://commons.wikimedia.org/wiki/File:Corona.ogv,wikimedia_commons,CC BY-SA 4.0; Creative Commons Attribution-Share Alike 4.0; artist metadata present,21.0,0.0,21.0,chemistry_material_change,Combustion requires fuel and oxygen.,Collected from Category:Videos of burning candles; requires review for visible temporal evidence.,auto_collected; commons_title=File:Corona.ogv; category=Category:Videos of burning candles; Many ordinary flame videos; filter aggressively.
commons_auto_000054,https://commons.wikimedia.org/wiki/File:123._%D0%90%D0%B4%D0%B0%D0%BC%D0%BA%D0%B8%D0%B5%D0%B2%D0%B8%D1%87%D0%B5%D0%B2%D0%B0_%D1%80%D0%B5%D0%B0%D0%BA%D1%86%D0%B8%D1%98%D0%B0.webm,wikimedia_commons,CC BY-SA 4.0; Creative Commons Attribution-Share Alike 4.0; artist metadata present,0.0,0.0,45.0,chemistry_material_change,Some chemical reactions produce color change.,Collected from Category:Videos of chemical reactions; requires review for visible temporal evidence.,auto_collected; commons_title=File:123. Адамкиевичева реакција.webm; category=Category:Videos of chemical reactions; Broad chemistry category.
commons_auto_000055,https://commons.wikimedia.org/wiki/File:A-MultiSite-Gateway-Toolkit-for-Rapid-Cloning-of-Vertebrate-Expression-Constructs-with-Diverse-pone.0159277.s001.ogv,wikimedia_commons,CC BY 4.0; Creative Commons Attribution 4.0; artist metadata present,6.8,0.0,6.8,chemistry_material_change,Some chemical reactions produce color change.,Collected from Category:Videos of chemical reactions; requires review for visible temporal evidence.,auto_collected; commons_title=File:A-MultiSite-Gateway-Toolkit-for-Rapid-Cloning-of-Vertebrate-Expression-Constructs-with-Diverse-pone.0159277.s001.ogv; category=Category:Videos of chemical reactions; Broad chemistry category.
commons_auto_000056,https://commons.wikimedia.org/wiki/File:A-Versatile-Optical-Clearing-Protocol-for-Deep-Tissue-Imaging-of-Fluorescent-Proteins-in-pone.0161107.s005.ogv,wikimedia_commons,CC BY 4.0; Creative Commons Attribution 4.0; artist metadata present,25.7,0.0,25.7,chemistry_material_change,Some chemical reactions produce color change.,Collected from Category:Videos of chemical reactions; requires review for visible temporal evidence.,auto_collected; commons_title=File:A-Versatile-Optical-Clearing-Protocol-for-Deep-Tissue-Imaging-of-Fluorescent-Proteins-in-pone.0161107.s005.ogv; category=Category:Videos of chemical reactions; Broad chemistry category.
