candidate_id,source_url,source_platform,license_or_usage_note,raw_duration_sec,suggested_start_sec,suggested_end_sec,initial_category,candidate_knowledge_point,why_dynamic,collector_notes,priority_score,review_flags,first_pass_decision,reviewer_notes
candidate_000009,https://commons.wikimedia.org/wiki/File:103._%D0%93%D0%BE%D1%80%D0%B5%D1%9A%D0%B5_%D0%B6%D0%B5%D0%BB%D0%B5%D0%B7%D0%BD%D0%B0_%D0%B2%D0%BE_%D0%BA%D0%B8%D1%81%D0%BB%D0%BE%D1%80%D0%BE%D0%B4.webm,wikimedia_commons,CC BY-SA 4.0 listed on file page verify before final use,12.0,0.0,12.0,chemistry_material_change,Combustion requires fuel and oxygen.,Iron wool ignites and burns after being placed in oxygen over time.,May require option wording about oxidation rather than generic combustion.,6,,,
candidate_000015,https://commons.wikimedia.org/wiki/File:Oxalis_Triangularis_Photonasty_Timelapse.ogv,wikimedia_commons,CC BY-SA 3.0 and GFDL listed on file page verify before final use,5.7,0.0,5.7,biology_life_processes,Some organisms move toward or away from light.,Leaves open or close over a time lapse in response to light level change.,Actually photonasty not phototropism so taxonomy may need a plant movement subtype.,6,,,
candidate_000014,https://commons.wikimedia.org/wiki/File:Azuki_Bean_phototropism.ogv,wikimedia_commons,wikimedia_commons_license_verify_on_page,34.0,0.0,34.0,biology_life_processes,Plant shoots can grow toward a light source.,The shoot bends directionally over time rather than appearing only curved in one frame.,Need verify page and license.,6,,,
candidate_000048,https://commons.wikimedia.org/wiki/File:MagneticPendulum_VariableFriction.ogv,wikimedia_commons,CC BY 3.0; Creative Commons Attribution 3.0; artist metadata present,6.4,0.0,6.4,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,Collected from Category:Videos of pendulums; requires review for visible temporal evidence.,auto_collected; commons_title=File:MagneticPendulum VariableFriction.ogv; category=Category:Videos of pendulums; Useful mechanics candidates.,5,,,
candidate_000044,https://commons.wikimedia.org/wiki/File:Dynamikum_Gekoppelte_Pendel.ogv,wikimedia_commons,CC BY-SA 3.0; Creative Commons Attribution-Share Alike 3.0; artist metadata present,7.8,0.0,7.8,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,Collected from Category:Videos of pendulums; requires review for visible temporal evidence.,auto_collected; commons_title=File:Dynamikum Gekoppelte Pendel.ogv; category=Category:Videos of pendulums; Useful mechanics candidates.,5,,,
candidate_000043,https://commons.wikimedia.org/wiki/File:Double_pendulum_%26_spring1.ogv,wikimedia_commons,CC BY-SA 3.0; Creative Commons Attribution-Share Alike 3.0; artist metadata present,41.5,0.0,41.5,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,Collected from Category:Videos of pendulums; requires review for visible temporal evidence.,auto_collected; commons_title=File:Double pendulum & spring1.ogv; category=Category:Videos of pendulums; Useful mechanics candidates.,5,,,
candidate_000040,https://commons.wikimedia.org/wiki/File:20._%D0%92%D0%B0%D0%BB%D1%82%D0%B5%D0%BD%D1%85%D0%BE%D1%84%D0%B5%D0%BD%D0%BE%D0%B2%D0%BE_%D0%BF%D1%80%D0%B0%D0%B2%D0%B8%D0%BB%D0%BE.ogv,wikimedia_commons,CC BY-SA 4.0; Creative Commons Attribution-Share Alike 4.0; artist metadata present,50.8,0.0,50.8,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,Collected from Category:Videos of pendulums; requires review for visible temporal evidence.,auto_collected; commons_title=File:20. Валтенхофеново правило.ogv; category=Category:Videos of pendulums; Useful mechanics candidates.,5,,,
candidate_000130,https://commons.wikimedia.org/wiki/File:Nanoparticle-Induced-Cell-Magneto-Rotation-Monitoring-Morphology-Stress-and-Drug-Sensitivity-of-a-pone.0028475.s008.ogv,wikimedia_commons,CC BY 2.5; Creative Commons Attribution 2.5; artist metadata present,25.9,0.0,25.9,everyday_causal_mechanisms,Magnetic fields can align or attract ferromagnetic materials.,Collected from Category:Videos of magnetic fields; requires review for visible temporal evidence.,auto_collected; commons_title=File:Nanoparticle-Induced-Cell-Magneto-Rotation-Monitoring-Morphology-Stress-and-Drug-Sensitivity-of-a-pone.0028475.s008.ogv; category=Category:Videos of magnetic fields; May not exist; use if found.,5,,,
candidate_000129,https://commons.wikimedia.org/wiki/File:Nanoparticle-Induced-Cell-Magneto-Rotation-Monitoring-Morphology-Stress-and-Drug-Sensitivity-of-a-pone.0028475.s007.ogv,wikimedia_commons,CC BY 2.5; Creative Commons Attribution 2.5; artist metadata present,13.3,0.0,13.3,everyday_causal_mechanisms,Magnetic fields can align or attract ferromagnetic materials.,Collected from Category:Videos of magnetic fields; requires review for visible temporal evidence.,auto_collected; commons_title=File:Nanoparticle-Induced-Cell-Magneto-Rotation-Monitoring-Morphology-Stress-and-Drug-Sensitivity-of-a-pone.0028475.s007.ogv; category=Category:Videos of magnetic fields; May not exist; use if found.,5,,,
candidate_000127,https://commons.wikimedia.org/wiki/File:Magnetotactic-molecular-architectures-from-self-assembly-of-%CE%B2-peptide-foldamers-ncomms9747-s4.ogv,wikimedia_commons,CC BY 4.0; Creative Commons Attribution 4.0; artist metadata present,30.0,0.0,30.0,everyday_causal_mechanisms,Magnetic fields can align or attract ferromagnetic materials.,Collected from Category:Videos of magnetic fields; requires review for visible temporal evidence.,auto_collected; commons_title=File:Magnetotactic-molecular-architectures-from-self-assembly-of-β-peptide-foldamers-ncomms9747-s4.ogv; category=Category:Videos of magnetic fields; May not exist; use if found.,5,,,
candidate_000126,https://commons.wikimedia.org/wiki/File:Magnetotactic-molecular-architectures-from-self-assembly-of-%CE%B2-peptide-foldamers-ncomms9747-s3.ogv,wikimedia_commons,CC BY 4.0; Creative Commons Attribution 4.0; artist metadata present,18.5,0.0,18.5,everyday_causal_mechanisms,Magnetic fields can align or attract ferromagnetic materials.,Collected from Category:Videos of magnetic fields; requires review for visible temporal evidence.,auto_collected; commons_title=File:Magnetotactic-molecular-architectures-from-self-assembly-of-β-peptide-foldamers-ncomms9747-s3.ogv; category=Category:Videos of magnetic fields; May not exist; use if found.,5,,,
candidate_000125,https://commons.wikimedia.org/wiki/File:Magnetotactic-molecular-architectures-from-self-assembly-of-%CE%B2-peptide-foldamers-ncomms9747-s2.ogv,wikimedia_commons,CC BY 4.0; Creative Commons Attribution 4.0; artist metadata present,14.6,0.0,14.6,everyday_causal_mechanisms,Magnetic fields can align or attract ferromagnetic materials.,Collected from Category:Videos of magnetic fields; requires review for visible temporal evidence.,auto_collected; commons_title=File:Magnetotactic-molecular-architectures-from-self-assembly-of-β-peptide-foldamers-ncomms9747-s2.ogv; category=Category:Videos of magnetic fields; May not exist; use if found.,5,,,
candidate_000122,https://commons.wikimedia.org/wiki/File:54._%D0%9C%D0%B0%D0%B3%D0%BD%D0%B5%D1%82%D0%BD%D0%BE_%D0%BF%D0%BE%D0%BB%D0%B5_%D0%BD%D0%B0_%D0%BF%D1%80%D0%B0%D0%B2_%D1%81%D0%BF%D1%80%D0%BE%D0%B2%D0%BE%D0%B4%D0%BD%D0%B8%D0%BA.ogg,wikimedia_commons,CC BY-SA 4.0; Creative Commons Attribution-Share Alike 4.0; artist metadata present,34.0,0.0,34.0,everyday_causal_mechanisms,Magnetic fields can align or attract ferromagnetic materials.,Collected from Category:Videos of magnetic fields; requires review for visible temporal evidence.,auto_collected; commons_title=File:54. Магнетно поле на прав спроводник.ogg; category=Category:Videos of magnetic fields; May not exist; use if found.,5,,,
candidate_000007,https://commons.wikimedia.org/wiki/File:Iodine_clock_-_persulphate.ogv,wikimedia_commons,CC BY-SA 3.0 listed on file page verify before final use,6.0,0.0,6.0,chemistry_material_change,Some chemical reactions produce color change.,The liquid changes color over time after reactants are combined.,Caption may leak exact reaction but visual still useful.,5,title_or_caption_leakage_risk,,
candidate_000112,https://commons.wikimedia.org/wiki/File:Carnivorous_Plant_Time_Lapse_(Drosera_Capensis)_%22eating%22_a_Fruit_Fly.ogv,wikimedia_commons,CC BY-SA 2.0; Creative Commons Attribution-Share Alike 2.0; artist metadata present,16.6,0.0,16.6,biology_life_processes,Seed germination involves root and shoot emergence.,Collected from Category:Time-lapse videos of plants; requires review for visible temporal evidence.,"auto_collected; commons_title=File:Carnivorous Plant Time Lapse (Drosera Capensis) ""eating"" a Fruit Fly.ogv; category=Category:Time-lapse videos of plants; Good time-lapse biology candidates.",5,,,
candidate_000107,https://commons.wikimedia.org/wiki/File:Apex_reorientation_in_Pinus_pinaster_during_the_first_24h_after_plant_inclination_-_1471-2229-10-217-S1.ogv,wikimedia_commons,CC BY 2.0; Creative Commons Attribution 2.0; artist metadata present,24.0,0.0,24.0,biology_life_processes,Seed germination involves root and shoot emergence.,Collected from Category:Time-lapse videos of plants; requires review for visible temporal evidence.,auto_collected; commons_title=File:Apex reorientation in Pinus pinaster during the first 24h after plant inclination - 1471-2229-10-217-S1.ogv; category=Category:Time-lapse videos of plants; Good time-lapse biology candidates.,5,,,
candidate_000104,https://commons.wikimedia.org/wiki/File:365_days_tree.ogv,wikimedia_commons,CC BY-SA 3.0; Creative Commons Attribution-Share Alike 3.0; artist metadata present,18.2,0.0,18.2,biology_life_processes,Seed germination involves root and shoot emergence.,Collected from Category:Time-lapse videos of plants; requires review for visible temporal evidence.,auto_collected; commons_title=File:365 days tree.ogv; category=Category:Time-lapse videos of plants; Good time-lapse biology candidates.,5,,,
candidate_000038,https://commons.wikimedia.org/wiki/File:Sunflower_Flower_Opening_Time_Lapse.ogv,wikimedia_commons,GFDL 1.2; GNU Free Documentation License 1.2; artist metadata present,35.0,0.0,35.0,biology_life_processes,Plant shoots can grow toward a light source.,Collected from Category:Videos of phototropism; requires review for visible temporal evidence.,auto_collected; commons_title=File:Sunflower Flower Opening Time Lapse.ogv; category=Category:Videos of phototropism; Strong biology dynamic-process category.,5,,,
candidate_000037,https://commons.wikimedia.org/wiki/File:Sunflower_Flower_Opening_Time_Lapse_320x240.ogv,wikimedia_commons,GFDL 1.2; GNU Free Documentation License 1.2; artist metadata present,35.0,0.0,35.0,biology_life_processes,Plant shoots can grow toward a light source.,Collected from Category:Videos of phototropism; requires review for visible temporal evidence.,auto_collected; commons_title=File:Sunflower Flower Opening Time Lapse 320x240.ogv; category=Category:Videos of phototropism; Strong biology dynamic-process category.,5,,,
candidate_000023,https://commons.wikimedia.org/wiki/File:Corona.Candle.webm,wikimedia_commons,wikimedia_commons_license_verify_on_page,21.0,0.0,21.0,everyday_causal_mechanisms,Vibration can transfer energy through a medium.,The flame motion responds to airflow from singing over time.,Weak mapping; likely reject unless taxonomy adds airflow visualization.,4,noisy_source_or_mapping,,
candidate_000020,https://commons.wikimedia.org/wiki/File:Kerzenflamme_im_plattenkondensator.ogv,wikimedia_commons,wikimedia_commons_license_verify_on_page,35.0,0.0,35.0,everyday_causal_mechanisms,Pressure differences can move fluids.,The candle flame deforms dynamically when the electric field changes.,Actually plasma in electric field not in current taxonomy; use for possible extension only.,4,noisy_source_or_mapping,,
candidate_000068,https://commons.wikimedia.org/wiki/File:Cap_4.6_-_Frequencia_de_engrenamento.ogv,wikimedia_commons,CC BY 3.0; Creative Commons Attribution 3.0; artist metadata present,50.0,0.0,50.0,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,Collected from Category:Videos of oscillation; requires review for visible temporal evidence.,auto_collected; commons_title=File:Cap 4.6 - Frequencia de engrenamento.ogv; category=Category:Videos of oscillation; Broader oscillation category; requires review.,3,noisy_source_or_mapping,,
candidate_000067,https://commons.wikimedia.org/wiki/File:Cap_4.5_-_Componentes_soltos_bancada_4_-_2.ogv,wikimedia_commons,CC BY 3.0; Creative Commons Attribution 3.0; artist metadata present,15.0,0.0,15.0,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,Collected from Category:Videos of oscillation; requires review for visible temporal evidence.,auto_collected; commons_title=File:Cap 4.5 - Componentes soltos bancada 4 - 2.ogv; category=Category:Videos of oscillation; Broader oscillation category; requires review.,3,noisy_source_or_mapping,,
candidate_000066,https://commons.wikimedia.org/wiki/File:Cap_4.5_-_Componentes_soltos_bancada_4_-_1.ogv,wikimedia_commons,CC BY 3.0; Creative Commons Attribution 3.0; artist metadata present,14.0,0.0,14.0,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,Collected from Category:Videos of oscillation; requires review for visible temporal evidence.,auto_collected; commons_title=File:Cap 4.5 - Componentes soltos bancada 4 - 1.ogv; category=Category:Videos of oscillation; Broader oscillation category; requires review.,3,noisy_source_or_mapping,,
candidate_000065,https://commons.wikimedia.org/wiki/File:Cap_4.3_-_Desalinhamento_angular_de_eixo_na_bancada_4.ogv,wikimedia_commons,CC BY 3.0; Creative Commons Attribution 3.0; artist metadata present,15.0,0.0,15.0,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,Collected from Category:Videos of oscillation; requires review for visible temporal evidence.,auto_collected; commons_title=File:Cap 4.3 - Desalinhamento angular de eixo na bancada 4.ogv; category=Category:Videos of oscillation; Broader oscillation category; requires review.,3,noisy_source_or_mapping,,
candidate_000063,https://commons.wikimedia.org/wiki/File:Cap_2.1_-_Demonstracao_de_medicao_com_Trigger.ogv,wikimedia_commons,CC BY 3.0; Creative Commons Attribution 3.0; artist metadata present,44.0,0.0,44.0,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,Collected from Category:Videos of oscillation; requires review for visible temporal evidence.,auto_collected; commons_title=File:Cap 2.1 - Demonstracao de medicao com Trigger.ogv; category=Category:Videos of oscillation; Broader oscillation category; requires review.,3,noisy_source_or_mapping,,
candidate_000062,https://commons.wikimedia.org/wiki/File:Cap_1.3_-_Grafico_de_Orbita.ogv,wikimedia_commons,CC BY 3.0; Creative Commons Attribution 3.0; artist metadata present,20.4,0.0,20.4,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,Collected from Category:Videos of oscillation; requires review for visible temporal evidence.,auto_collected; commons_title=File:Cap 1.3 - Grafico de Orbita.ogv; category=Category:Videos of oscillation; Broader oscillation category; requires review.,3,noisy_source_or_mapping,,
candidate_000030,https://commons.wikimedia.org/wiki/File:Carom_billiards.webm,wikimedia_commons,wikimedia_commons_license_verify_on_page,80.0,0.0,20.0,physics_mechanics,Collisions transfer momentum between objects.,Billiard balls repeatedly change velocity and direction after contacts over time.,Longer billiards candidate for selecting a clean collision segment.,3,needs_trim,,
candidate_000005,https://commons.wikimedia.org/wiki/File:Video_of_RP_FLIP_transitioning_to_vertical_(120630-N-PO203-001).webm,wikimedia_commons,wikimedia_commons_license_verify_on_page,78.0,0.0,60.0,physics_mechanics,Buoyancy depends on displaced fluid and object density.,The platform orientation changes as ballast changes buoyancy and center of mass over time.,Longer than target but candidate segment may work.,3,needs_trim,,
candidate_000141,https://commons.wikimedia.org/wiki/File:Hair-cell-force-generation-does-not-amplify-or-tune-vibrations-within-the-chicken-basilar-papilla-ncomms13133-s3.ogv,wikimedia_commons,CC BY 4.0; Creative Commons Attribution 4.0; artist metadata present,25.0,0.0,25.0,everyday_causal_mechanisms,Vibration can transfer energy through a medium.,Collected from Category:Videos of vibrations and waves; requires review for visible temporal evidence.,auto_collected; commons_title=File:Hair-cell-force-generation-does-not-amplify-or-tune-vibrations-within-the-chicken-basilar-papilla-ncomms13133-s3.ogv; category=Category:Videos of vibrations and waves; Broad physics/everyday mechanism candidates.,3,noisy_source_or_mapping,,
candidate_000140,https://commons.wikimedia.org/wiki/File:Hair-cell-force-generation-does-not-amplify-or-tune-vibrations-within-the-chicken-basilar-papilla-ncomms13133-s2.ogv,wikimedia_commons,CC BY 4.0; Creative Commons Attribution 4.0; artist metadata present,25.0,0.0,25.0,everyday_causal_mechanisms,Vibration can transfer energy through a medium.,Collected from Category:Videos of vibrations and waves; requires review for visible temporal evidence.,auto_collected; commons_title=File:Hair-cell-force-generation-does-not-amplify-or-tune-vibrations-within-the-chicken-basilar-papilla-ncomms13133-s2.ogv; category=Category:Videos of vibrations and waves; Broad physics/everyday mechanism candidates.,3,noisy_source_or_mapping,,
candidate_000139,https://commons.wikimedia.org/wiki/File:Global-Neuromagnetic-Cortical-Fields-Have-Non-Zero-Velocity-pone.0148413.s005.ogv,wikimedia_commons,CC BY 4.0; Creative Commons Attribution 4.0; artist metadata present,33.5,0.0,33.5,everyday_causal_mechanisms,Vibration can transfer energy through a medium.,Collected from Category:Videos of vibrations and waves; requires review for visible temporal evidence.,auto_collected; commons_title=File:Global-Neuromagnetic-Cortical-Fields-Have-Non-Zero-Velocity-pone.0148413.s005.ogv; category=Category:Videos of vibrations and waves; Broad physics/everyday mechanism candidates.,3,noisy_source_or_mapping,,
candidate_000138,https://commons.wikimedia.org/wiki/File:Global-Neuromagnetic-Cortical-Fields-Have-Non-Zero-Velocity-pone.0148413.s004.ogv,wikimedia_commons,CC BY 4.0; Creative Commons Attribution 4.0; artist metadata present,34.6,0.0,34.6,everyday_causal_mechanisms,Vibration can transfer energy through a medium.,Collected from Category:Videos of vibrations and waves; requires review for visible temporal evidence.,auto_collected; commons_title=File:Global-Neuromagnetic-Cortical-Fields-Have-Non-Zero-Velocity-pone.0148413.s004.ogv; category=Category:Videos of vibrations and waves; Broad physics/everyday mechanism candidates.,3,noisy_source_or_mapping,,
candidate_000137,https://commons.wikimedia.org/wiki/File:Global-Neuromagnetic-Cortical-Fields-Have-Non-Zero-Velocity-pone.0148413.s003.ogv,wikimedia_commons,CC BY 4.0; Creative Commons Attribution 4.0; artist metadata present,9.4,0.0,9.4,everyday_causal_mechanisms,Vibration can transfer energy through a medium.,Collected from Category:Videos of vibrations and waves; requires review for visible temporal evidence.,auto_collected; commons_title=File:Global-Neuromagnetic-Cortical-Fields-Have-Non-Zero-Velocity-pone.0148413.s003.ogv; category=Category:Videos of vibrations and waves; Broad physics/everyday mechanism candidates.,3,noisy_source_or_mapping,,
candidate_000136,https://commons.wikimedia.org/wiki/File:Ellipse_Reflection.ogv,wikimedia_commons,CC BY-SA 4.0; Creative Commons Attribution-Share Alike 4.0; artist metadata present,12.0,0.0,12.0,everyday_causal_mechanisms,Vibration can transfer energy through a medium.,Collected from Category:Videos of vibrations and waves; requires review for visible temporal evidence.,auto_collected; commons_title=File:Ellipse Reflection.ogv; category=Category:Videos of vibrations and waves; Broad physics/everyday mechanism candidates.,3,noisy_source_or_mapping,,
candidate_000135,https://commons.wikimedia.org/wiki/File:Elastic-spheres-can-walk-on-water-ncomms10551-s3.ogv,wikimedia_commons,CC BY 4.0; Creative Commons Attribution 4.0; artist metadata present,7.8,0.0,7.8,everyday_causal_mechanisms,Vibration can transfer energy through a medium.,Collected from Category:Videos of vibrations and waves; requires review for visible temporal evidence.,auto_collected; commons_title=File:Elastic-spheres-can-walk-on-water-ncomms10551-s3.ogv; category=Category:Videos of vibrations and waves; Broad physics/everyday mechanism candidates.,3,noisy_source_or_mapping,,
candidate_000021,https://commons.wikimedia.org/wiki/File:Iron_powder_on_magnetic_stirrer_01_ies.webm,wikimedia_commons,wikimedia_commons_license_verify_on_page,120.0,0.0,30.0,everyday_causal_mechanisms,Magnetic fields can align or attract ferromagnetic materials.,Iron powder movement changes under magnetic influence over time.,Needs trim and page verification.,3,needs_trim,,
candidate_000092,https://commons.wikimedia.org/wiki/File:Cat.ogv,wikimedia_commons,CC BY 3.0; Creative Commons Attribution 3.0; artist metadata present,13.3,0.0,13.3,chemistry_material_change,Some chemical reactions produce color change.,Collected from Category:Videos of chemical reactions; requires review for visible temporal evidence.,auto_collected; commons_title=File:Cat.ogv; category=Category:Videos of chemical reactions; Broad chemistry category.,3,noisy_source_or_mapping,,
candidate_000091,https://commons.wikimedia.org/wiki/File:C3N2H4_anim.ogv,wikimedia_commons,CC BY-SA 4.0; Creative Commons Attribution-Share Alike 4.0; artist metadata present,12.5,0.0,12.5,chemistry_material_change,Some chemical reactions produce color change.,Collected from Category:Videos of chemical reactions; requires review for visible temporal evidence.,auto_collected; commons_title=File:C3N2H4 anim.ogv; category=Category:Videos of chemical reactions; Broad chemistry category.,3,noisy_source_or_mapping,,
candidate_000086,https://commons.wikimedia.org/wiki/File:A-Versatile-Optical-Clearing-Protocol-for-Deep-Tissue-Imaging-of-Fluorescent-Proteins-in-pone.0161107.s005.ogv,wikimedia_commons,CC BY 4.0; Creative Commons Attribution 4.0; artist metadata present,25.7,0.0,25.7,chemistry_material_change,Some chemical reactions produce color change.,Collected from Category:Videos of chemical reactions; requires review for visible temporal evidence.,auto_collected; commons_title=File:A-Versatile-Optical-Clearing-Protocol-for-Deep-Tissue-Imaging-of-Fluorescent-Proteins-in-pone.0161107.s005.ogv; category=Category:Videos of chemical reactions; Broad chemistry category.,3,noisy_source_or_mapping,,
candidate_000085,https://commons.wikimedia.org/wiki/File:A-MultiSite-Gateway-Toolkit-for-Rapid-Cloning-of-Vertebrate-Expression-Constructs-with-Diverse-pone.0159277.s001.ogv,wikimedia_commons,CC BY 4.0; Creative Commons Attribution 4.0; artist metadata present,6.8,0.0,6.8,chemistry_material_change,Some chemical reactions produce color change.,Collected from Category:Videos of chemical reactions; requires review for visible temporal evidence.,auto_collected; commons_title=File:A-MultiSite-Gateway-Toolkit-for-Rapid-Cloning-of-Vertebrate-Expression-Constructs-with-Diverse-pone.0159277.s001.ogv; category=Category:Videos of chemical reactions; Broad chemistry category.,3,noisy_source_or_mapping,,
